Date,Open,High,Low,Close,Volume [BRL],Volume [shares],IFR (RSI) [9],True Range [1],Moving Average A [21],Moving Average E [9],IsLocalPeak,IsLocalTrough,derivative_peaks,derivative_troughs,bear_harami,bull_harami,bear_engulfing,bull_engulfing,hammer,shooting_star
2014-05-13,52.88,52.88,52.3,52.59,114814693.7,2182030,67.68,0.58,50.94380952380952,51.92841987860759,0.0,0.0,-0.02599999999999909,0.2983333333333332,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-14,52.68,53.09,52.53,52.93,56926262.7,1077160,70.46,0.56,51.089999999999996,52.12873590288608,1.0,0.0,0.20300000000000012,0.2983333333333332,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-15,52.9,52.97,52.2,52.52,97590814.9,1858780,63.09,0.77,51.18571428571429,52.206988722308864,0.0,1.0,0.20300000000000012,0.1225000000000005,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-16,52.42,53.03,52.33,52.65,85381514.9,1623390,64.42,0.7,51.29761904761905,52.2955909778471,1.0,0.0,-0.030000000000001137,0.1225000000000005,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-19,52.64,52.64,51.9,52.01,40846680.5,785040,53.72,0.75,51.43714285714286,52.23847278227768,0.0,0.0,-0.030000000000001137,0.1225000000000005,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-20,51.85,52.5,50.96,51.09,75216699.3,1454720,42.35,1.54,51.495238095238086,52.008778225822155,0.0,0.0,-0.030000000000001137,0.1225000000000005,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-21,51.35,51.5,50.82,50.82,75312636.7,1470170,39.58,0.68,51.49809523809523,51.77102258065773,0.0,0.0,-0.030000000000001137,0.1225000000000005,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-22,50.75,51.54,50.75,51.54,136452094.0,2658740,49.48,0.79,51.540476190476184,51.72481806452618,0.0,1.0,-0.030000000000001137,-0.2900000000000006,0.0,0.0,0.0,1.7368398199476103,0.0,0.0
2014-05-23,51.5,51.61,51.07,51.26,94465457.3,1840200,46.17,0.54,51.590476190476195,51.63185445162095,0.0,0.0,-0.030000000000001137,-0.2900000000000006,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-26,51.42,51.7,51.35,51.6,51930111.0,1008070,50.68,0.44,51.6552380952381,51.62548356129677,0.0,0.0,-0.030000000000001137,-0.2900000000000006,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-27,51.47,52.0,50.76,50.87,103931815.8,2033000,42.15,1.24,51.69666666666666,51.474386849037415,1.0,0.0,-0.1471428571428573,-0.2900000000000006,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-28,50.85,51.53,50.63,51.3,51746565.3,1010820,47.95,0.9,51.75619047619047,51.43950947922993,0.0,1.0,-0.1471428571428573,-0.02999999999999936,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-29,51.44,51.57,50.7,50.92,104274211.7,2038250,43.61,0.87,51.775238095238095,51.33560758338395,1.0,0.0,-0.21499999999999986,-0.02999999999999936,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-30,50.55,50.67,49.98,49.98,106489647.3,2125250,34.82,0.94,51.76047619047619,51.06448606670716,0.0,1.0,-0.21499999999999986,-0.32500000000000284,0.0,0.0,0.0,0.0,0.0,0.0
2014-06-02,50.04,50.56,50.0,50.31,66101314.7,1316110,39.62,0.58,51.69999999999999,50.91358885336574,0.0,0.0,-0.21499999999999986,-0.32500000000000284,0.0,2.1111111111110876,0.0,0.0,0.0,0.0
2014-06-03,50.2,50.7,50.04,50.7,60298762.2,1193840,45.01,0.66,51.63571428571429,50.870871082692595,1.0,0.0,-0.28999999999999915,-0.32500000000000284,0.0,0.0,0.0,0.0,0.0,0.0
2014-06-04,50.4,50.63,50.24,50.52,75333489.3,1492740,43.02,0.46,51.54857142857143,50.80069686615408,0.0,0.0,-0.28999999999999915,-0.32500000000000284,0.0,0.0,0.0,0.0,0.0,0.0
2014-06-05,51.02,51.02,50.11,50.2,66847138.6,1325840,39.52,0.91,51.43095238095238,50.68055749292326,0.0,1.0,-0.28999999999999915,0.03250000000000064,0.0,0.0,0.0,0.0,0.0,0.0
2014-06-06,51.8,51.82,51.31,51.8,156326208.5,3025470,58.51,1.62,51.421904761904756,50.904445994338616,0.0,0.0,-0.28999999999999915,0.03250000000000064,0.0,0.0,0.0,0.0,0.0,0.0
2014-06-09,51.79,53.06,51.75,52.89,73297137.7,1397810,66.56,1.31,51.47809523809525,51.3015567954709,0.0,0.0,-0.28999999999999915,0.03250000000000064,0.0,0.0,0.0,0.0,0.0,0.0
2014-06-10,52.91,53.22,52.59,53.22,42862478.4,809380,68.63,0.63,51.510476190476204,51.685245436376725,0.0,0.0,-0.28999999999999915,0.03250000000000064,0.0,0.0,0.0,0.0,0.0,0.0
2014-06-11,53.62,53.99,53.4,53.74,62890114.9,1172080,71.74,0.77,51.56523809523809,52.09619634910139,1.0,0.0,0.5483333333333332,0.03250000000000064,0.0,0.0,0.0,0.0,0.0,0.0
2014-06-13,53.45,53.7,53.25,53.44,78723113.9,1473310,67.41,0.49,51.58952380952381,52.36495707928112,0.0,0.0,0.5483333333333332,0.03250000000000064,0.0,0.0,0.0,0.0,0.0,1.0
2014-06-16,53.43,53.43,53.05,53.25,60443610.0,1135440,64.63,0.39,51.62428571428572,52.5419656634249,0.0,0.0,0.5483333333333332,0.03250000000000064,0.0,0.0,0.0,0.0,0.0,0.0
2014-06-17,53.2,53.2,52.7,52.83,37635862.3,712380,58.61,0.55,51.63285714285714,52.59957253073992,0.0,0.0,0.5483333333333332,0.03250000000000064,0.0,0.0,0.0,0.0,0.0,0.0
2014-06-18,52.81,53.77,52.66,53.77,94167284.3,1769570,66.47,1.11,51.71666666666666,52.83365802459194,1.0,1.0,-0.054999999999999716,0.31874999999999964,0.0,0.0,0.0,0.0,0.0,0.0
2014-06-20,53.26,53.61,53.11,53.2,202816415.9,3805470,58.85,0.66,51.81714285714287,52.90692641967355,0.0,0.0,-0.054999999999999716,0.31874999999999964,0.0,0.0,0.0,0.0,0.0,0.0
2014-06-23,53.21,53.37,52.69,52.76,48049790.3,908030,53.52,0.68,51.909523809523805,52.877541135738845,0.0,0.0,-0.054999999999999716,0.31874999999999964,0.0,0.0,0.0,0.0,0.0,0.0
2014-06-24,52.73,53.55,52.63,52.9,60113276.3,1132530,54.98,0.92,51.97428571428573,52.88203290859108,1.0,0.0,-0.07333333333333532,0.31874999999999964,0.0,0.0,0.0,0.0,0.0,0.0
2014-06-25,52.62,53.02,51.95,51.96,90752239.1,1733800,44.44,1.07,52.00761904761905,52.69762632687287,0.0,0.0,-0.07333333333333532,0.31874999999999964,0.0,0.0,0.0,0.0,0.0,0.0
2014-06-26,52.28,52.37,51.9,52.0,70924489.6,1359790,44.95,0.47,52.026666666666664,52.5581010614983,0.0,0.0,-0.07333333333333532,0.31874999999999964,0.0,0.0,0.0,0.0,0.0,0.0
2014-06-27,52.0,52.23,51.52,51.73,57674943.0,1113260,42.05,0.71,52.067619047619054,52.39248084919865,0.0,0.0,-0.07333333333333532,0.31874999999999964,0.0,0.0,0.0,0.0,0.0,0.0
2014-06-30,51.83,51.9,51.31,51.69,43676877.0,846820,41.6,0.59,52.08619047619048,52.25198467935892,0.0,1.0,-0.07333333333333532,-0.19285714285714203,0.0,0.0,0.0,0.0,0.0,0.0
2014-07-01,52.18,52.26,51.47,51.84,44849687.3,865230,44.11,0.79,52.13,52.16958774348714,1.0,0.0,-0.25799999999999984,-0.19285714285714203,0.0,0.0,0.0,0.0,0.0,0.0
2014-07-02,51.76,51.88,51.33,51.62,34594185.4,670380,41.19,0.55,52.20809523809523,52.05967019478972,0.0,0.0,-0.25799999999999984,-0.19285714285714203,0.0,0.0,0.0,0.0,0.0,0.0
2014-07-03,51.35,52.48,51.28,52.48,43594188.8,837930,54.46,1.2,52.31142857142858,52.14373615583178,0.0,1.0,-0.25799999999999984,-0.010000000000000378,0.0,0.0,0.0,3.7352831315202306,0.0,0.0
2014-07-04,52.48,52.96,52.2,52.64,56351494.9,1075060,56.51,0.76,52.403809523809535,52.242988924665426,1.0,0.0,0.23333333333333428,-0.010000000000000378,0.0,0.0,0.0,0.0,0.0,0.0
2014-07-07,52.3,52.44,51.94,52.33,57242326.0,1096150,51.45,0.7,52.489999999999995,52.26039113973234,0.0,1.0,0.23333333333333428,0.3299999999999983,0.0,0.0,0.0,0.0,0.0,0.0
2014-07-08,52.33,52.46,52.01,52.21,45886668.9,879070,49.52,0.45,52.585714285714296,52.250312911785876,0.0,0.0,0.23333333333333428,0.3299999999999983,0.0,0.0,0.0,0.0,0.0,0.0
2014-07-10,52.97,53.23,52.48,53.23,68010308.7,1285540,62.85,1.02,52.65380952380953,52.44625032942871,0.0,0.0,0.23333333333333428,0.3299999999999983,0.0,0.0,0.0,0.0,0.0,0.0
2014-07-11,53.22,53.53,52.9,53.35,55187298.0,1035780,64.1,0.63,52.675714285714285,52.62700026354297,0.0,0.0,0.23333333333333428,0.3299999999999983,0.0,0.0,0.0,0.0,0.0,0.0
2014-07-14,53.78,54.44,53.77,54.29,42645640.9,786180,72.33,1.09,52.72666666666667,52.95960021083438,0.0,0.0,0.23333333333333428,0.3299999999999983,0.0,0.0,0.0,0.0,0.0,0.0
2014-07-15,54.01,54.62,54.01,54.49,110012873.3,2022350,73.77,0.61,52.762380952380965,53.26568016866751,0.0,0.0,0.23333333333333428,0.3299999999999983,0.0,0.0,0.0,0.0,0.0,0.0
2014-07-16,54.54,54.86,54.04,54.27,155181653.0,2857000,69.31,0.82,52.80190476190476,53.46654413493401,1.0,0.0,0.27142857142857124,0.3299999999999983,0.0,0.0,0.0,0.0,0.0,0.0
2014-07-17,54.05,54.71,53.75,54.16,121695541.8,2246010,67.03,0.96,52.84523809523811,53.60523530794721,0.0,1.0,0.27142857142857124,0.2585714285714289,0.0,0.0,0.0,0.0,0.0,0.0
2014-07-18,55.63,55.94,55.24,55.52,131064298.2,2355270,77.38,1.78,52.973333333333336,53.98818824635777,0.0,0.0,0.27142857142857124,0.2585714285714289,0.0,0.0,0.0,0.0,0.0,0.0
2014-07-21,55.52,56.2,55.36,56.08,73244980.1,1313450,80.25,0.84,53.083333333333336,54.40655059708622,0.0,0.0,0.27142857142857124,0.2585714285714289,0.0,0.0,0.0,0.0,0.0,0.0
2014-07-22,56.0,56.61,55.97,56.45,46922943.5,833040,81.96,0.64,53.23809523809524,54.81524047766898,1.0,0.0,0.4375,0.2585714285714289,0.0,0.0,0.0,0.0,0.0,0.0
2014-07-23,56.0,56.19,55.6,55.93,124477491.5,2228970,72.12,0.85,53.38904761904762,55.038192382135186,0.0,1.0,0.4375,0.46250000000000036,0.0,0.0,0.0,0.0,0.0,0.0
2014-07-24,56.15,56.58,55.79,56.39,42188123.9,749940,75.1,0.79,53.555238095238096,55.30855390570815,0.0,0.0,0.4375,0.46250000000000036,0.0,0.0,0.0,0.0,0.0,0.0
2014-07-25,56.3,56.92,56.11,56.34,50943820.7,904880,74.13,0.81,53.76380952380952,55.514843124566525,1.0,0.0,0.1033333333333341,0.46250000000000036,0.0,0.0,0.0,0.0,0.0,1.0
2014-07-28,56.37,56.54,55.88,56.16,41476370.1,739170,70.45,0.66,53.96190476190476,55.64387449965322,0.0,0.0,0.1033333333333341,0.46250000000000036,0.0,0.0,1.0000000000000204,0.0,0.0,0.0
2014-07-29,56.16,56.45,55.57,55.66,122014690.3,2185020,61.01,0.88,54.14904761904762,55.64709959972258,0.0,0.0,0.1033333333333341,0.46250000000000036,0.0,0.0,0.0,0.0,0.0,0.0
2014-07-30,55.85,55.87,55.17,55.39,69126594.9,1246030,56.41,0.7,54.325238095238106,55.59567967977807,0.0,0.0,0.1033333333333341,0.46250000000000036,0.0,0.0,0.0,0.0,0.0,0.0
2014-07-31,55.1,55.1,54.03,54.33,88097740.7,1619210,42.33,1.36,54.443809523809534,55.34254374382246,0.0,0.0,0.1033333333333341,0.46250000000000036,0.0,0.0,0.0,0.0,0.0,0.0
2014-08-01,54.05,54.56,53.81,54.41,57177059.3,1055070,43.52,0.75,54.576666666666675,55.15603499505797,0.0,1.0,0.1033333333333341,-0.2557142857142856,0.0,0.0,0.0,0.0,0.0,0.0
2014-08-04,55.1,55.1,54.08,55.05,62897650.2,1152860,52.41,1.02,54.69904761904762,55.134827996046376,0.0,0.0,0.1033333333333341,-0.2557142857142856,0.0,0.0,0.0,0.0,0.0,0.0
2014-08-05,54.97,55.46,54.56,54.64,70676784.3,1283360,47.07,0.9,54.79428571428572,55.0358623968371,1.0,0.0,-0.20857142857142869,-0.2557142857142856,0.0,0.0,0.0,0.0,0.0,0.0
2014-08-06,54.66,55.32,54.2,54.98,80416646.0,1464980,51.67,1.12,54.92047619047619,55.024689917469686,0.0,1.0,-0.20857142857142869,0.1300000000000002,0.0,0.0,0.0,0.0,0.0,0.0
2014-08-07,55.55,55.55,54.49,54.83,90346453.6,1645490,49.53,1.06,55.04523809523808,54.985751933975756,1.0,0.0,0.04499999999999815,0.1300000000000002,0.0,0.0,0.0,0.0,0.0,0.0
2014-08-08,54.15,54.45,53.85,54.09,34632381.2,639590,40.3,0.98,55.08619047619046,54.806601547180605,0.0,1.0,0.04499999999999815,-0.1750000000000007,0.0,0.0,0.0,0.0,0.0,0.0
2014-08-11,54.3,55.15,54.3,55.09,51091378.3,931410,53.48,1.06,55.1690476190476,54.86328123774449,0.0,0.0,0.04499999999999815,-0.1750000000000007,0.0,0.0,0.0,0.0,0.0,0.0
2014-08-12,54.99,55.31,54.81,54.94,71871312.5,1307160,51.56,0.5,55.19999999999999,54.87862499019559,1.0,0.0,-0.0799999999999983,-0.1750000000000007,0.0,0.0,0.0,0.0,0.0,0.0
2014-08-13,55.23,55.25,53.67,54.11,170290025.8,3125590,42.14,1.58,55.18190476190476,54.72489999215648,0.0,1.0,-0.0799999999999983,-0.05999999999999991,0.0,0.0,0.0,0.0,0.0,0.0
2014-08-14,54.19,54.47,53.8,54.27,65548637.0,1208520,44.34,0.67,55.18190476190476,54.633919993725186,0.0,0.0,-0.0799999999999983,-0.05999999999999991,0.0,13.999999999999023,0.0,0.0,0.0,0.0
2014-08-15,54.41,55.5,54.41,55.4,102911939.0,1869070,57.28,1.23,55.24095238095238,54.78713599498015,0.0,0.0,-0.0799999999999983,-0.05999999999999991,0.0,0.0,0.0,0.0,0.0,0.0
2014-08-18,56.1,56.16,55.49,56.04,67441499.2,1206730,62.8,0.76,55.265714285714296,55.037708795984116,0.0,0.0,-0.0799999999999983,-0.05999999999999991,0.0,0.0,0.0,0.0,0.0,0.0
2014-08-19,55.89,56.96,55.84,56.87,59312418.8,1047170,68.69,1.12,55.30333333333333,55.4041670367873,0.0,0.0,-0.0799999999999983,-0.05999999999999991,0.0,0.0,0.0,1.0505039893899066,0.0,0.0
2014-08-20,56.87,57.5,56.65,57.3,51008052.2,892040,71.34,0.85,55.343809523809526,55.78333362942984,0.0,0.0,-0.0799999999999983,-0.05999999999999991,0.0,0.0,0.0,0.0,0.0,0.0
2014-08-21,57.4,57.69,57.0,57.46,64968450.6,1132790,72.32,0.69,55.41666666666666,56.11866690354388,1.0,0.0,0.33999999999999936,-0.05999999999999991,0.0,0.0,0.0,0.0,0.0,0.0
2014-08-22,57.1,57.33,56.58,56.86,38437065.7,675080,63.2,0.88,55.43904761904762,56.26693352283511,0.0,1.0,0.33999999999999936,0.4157142857142852,0.0,0.0,0.0,0.0,0.0,0.0
2014-08-25,57.31,58.2,57.25,58.2,28393182.5,490510,72.05,1.34,55.527619047619034,56.65354681826809,0.0,0.0,0.33999999999999936,0.4157142857142852,0.0,0.0,0.0,0.0,0.0,0.0
2014-08-26,58.15,58.99,57.96,58.2,53995117.7,926090,72.05,1.03,55.62476190476191,56.96283745461447,0.0,0.0,0.33999999999999936,0.4157142857142852,0.0,0.0,0.0,0.0,0.0,1.0
2014-08-27,58.39,59.6,58.39,59.27,72541209.5,1227180,77.52,1.4,55.79666666666667,57.42426996369158,1.0,0.0,0.4775000000000009,0.4157142857142852,0.0,0.0,0.0,0.0,0.0,0.0
2014-08-28,58.74,59.38,58.6,58.72,76980186.9,1304770,69.64,0.78,55.955238095238094,57.68341597095326,0.0,0.0,0.4775000000000009,0.4157142857142852,43.99999999999325,0.0,0.0,0.0,0.0,1.0
2014-08-29,59.19,59.85,58.7,59.69,102286154.0,1725140,74.73,1.15,56.21047619047621,58.084732776762614,0.0,0.0,0.4775000000000009,0.4157142857142852,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-01,60.22,60.66,59.55,59.55,121283044.0,2016600,72.75,1.11,56.4552380952381,58.37778622141009,1.0,0.0,0.3533333333333317,0.4157142857142852,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-02,59.56,60.6,59.31,60.17,79921042.2,1331110,75.93,1.29,56.69904761904762,58.73622897712807,0.0,1.0,0.3533333333333317,0.39000000000000057,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-03,60.48,60.68,59.53,60.24,72488038.4,1204980,76.28,1.15,56.9657142857143,59.03698318170246,1.0,0.0,0.010000000000001563,0.39000000000000057,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-04,59.56,60.09,59.1,59.4,77490698.8,1299600,63.72,1.14,57.17619047619049,59.10958654536197,0.0,0.0,0.010000000000001563,0.39000000000000057,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-05,59.4,59.4,58.62,59.08,58644570.2,993070,59.52,0.78,57.37857142857144,59.10366923628958,0.0,0.0,0.010000000000001563,0.39000000000000057,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-08,59.86,59.88,57.5,57.5,77152719.3,1321050,43.57,2.38,57.540952380952376,58.78293538903167,1.0,0.0,-0.2666666666666657,0.39000000000000057,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-09,57.16,57.93,56.73,57.15,71447251.5,1249780,40.84,1.2,57.63904761904762,58.45634831122534,0.0,0.0,-0.2666666666666657,0.39000000000000057,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-10,56.84,56.89,55.91,56.64,107734458.6,1911150,37.04,1.24,57.720000000000006,58.09307864898028,0.0,1.0,-0.2666666666666657,-0.5666666666666677,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-11,56.76,57.25,56.55,56.69,102295535.0,1799920,37.68,0.7,57.84285714285714,57.81246291918423,1.0,0.0,-0.8766666666666675,-0.5666666666666677,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-12,56.47,56.47,55.15,55.25,73751602.1,1323020,28.34,1.54,57.889523809523816,57.29997033534738,0.0,1.0,-0.8766666666666675,-0.379999999999999,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-15,55.49,56.4,55.29,56.4,89418569.1,1599080,41.39,1.15,57.93714285714286,57.11997626827791,0.0,0.0,-0.8766666666666675,-0.379999999999999,0.0,1.3406593406593443,0.0,0.0,0.0,0.0
2014-09-16,56.41,58.61,56.41,57.51,122452339.6,2114530,51.06,2.21,58.00714285714285,57.197981014622336,1.0,0.0,0.45333333333333314,-0.379999999999999,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-17,58.12,58.43,57.39,57.39,105053631.6,1812230,50.06,1.04,58.03190476190476,57.236384811697874,0.0,0.0,0.45333333333333314,-0.379999999999999,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-18,57.24,57.68,56.5,56.82,103568018.4,1813230,45.29,1.18,58.00904761904762,57.15310784935831,0.0,0.0,0.45333333333333314,-0.379999999999999,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-19,56.47,56.95,55.93,56.28,65506955.4,1160480,41.12,1.02,57.95285714285714,56.978486279486646,0.0,0.0,0.45333333333333314,-0.379999999999999,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-22,55.29,55.33,54.44,55.23,82313296.4,1500080,34.23,1.84,57.87523809523809,56.62878902358932,0.0,1.0,0.45333333333333314,-0.11833333333333347,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-23,54.88,55.84,54.52,54.82,89802468.0,1633450,31.88,1.32,57.7142857142857,56.26703121887146,1.0,0.0,-0.5539999999999992,-0.11833333333333347,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-24,54.78,55.58,54.4,55.27,57546514.7,1045970,37.2,1.18,57.5747619047619,56.067624975097175,0.0,0.0,-0.5539999999999992,-0.11833333333333347,0.0,0.0,0.0,9.166513891434866,0.0,0.0
2014-09-25,54.91,55.04,54.32,54.4,98399408.4,1800050,31.8,0.95,57.342857142857135,55.734099980077744,0.0,1.0,-0.5539999999999992,-0.03999999999999915,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-26,54.57,55.94,54.4,55.64,84607276.3,1524770,44.68,1.54,57.19619047619048,55.7152799840622,1.0,0.0,0.03333333333333144,-0.03999999999999915,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-29,53.13,53.94,52.65,52.92,292443139.2,5495610,30.48,2.99,56.87380952380954,55.15622398724977,0.0,0.0,0.03333333333333144,-0.03999999999999915,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-30,52.64,52.99,52.09,52.64,126781665.4,2409100,29.39,0.9,56.54476190476192,54.652979189799815,0.0,0.0,0.03333333333333144,-0.03999999999999915,0.0,0.0,0.0,0.0,0.0,0.0
2014-10-01,51.92,52.22,51.14,51.14,112552350.1,2184090,24.21,1.5,56.11476190476192,53.950383351839854,0.0,0.0,0.03333333333333144,-0.03999999999999915,0.0,0.0,0.0,0.0,0.0,0.0
2014-10-02,51.34,52.5,51.04,51.8,148434933.7,2870080,30.3,1.46,55.712857142857146,53.52030668147189,0.0,1.0,0.03333333333333144,-0.6560000000000002,0.0,0.0,0.0,0.0,0.0,0.0
2014-10-03,52.5,53.04,51.87,53.04,96056163.0,1829690,40.4,1.24,55.41,53.42424534517751,0.0,0.0,0.03333333333333144,-0.6560000000000002,0.0,0.0,0.0,0.0,0.0,0.0
2014-10-06,57.74,57.74,55.41,55.71,229917183.2,4112530,55.9,4.7,55.24952380952381,53.88139627614201,1.0,0.0,0.3000000000000007,-0.6560000000000002,0.0,0.0,0.0,0.0,0.0,0.0
2014-10-07,56.15,56.78,55.79,55.87,124509626.4,2209320,56.66,1.07,55.171904761904756,54.27911702091361,0.0,0.0,0.3000000000000007,-0.6560000000000002,0.0,0.0,0.0,0.0,0.0,0.0
2014-10-08,56.39,56.8,54.63,55.85,148388659.1,2678070,56.52,2.17,55.109999999999985,54.59329361673089,1.0,1.0,-0.4700000000000024,0.8975000000000009,0.0,0.0,0.0,0.0,0.0,0.0
2014-10-09,56.5,56.75,55.73,55.84,195749660.8,3487830,56.44,1.02,55.07190476190475,54.84263489338471,0.0,0.0,-0.4700000000000024,0.8975000000000009,0.0,0.0,0.0,0.0,0.0,0.0
2014-10-10,55.61,55.61,53.56,53.56,99382776.4,1819320,41.87,2.28,54.922857142857126,54.586107914707775,0.0,1.0,-0.4700000000000024,-0.5350000000000001,0.0,0.0,0.0,0.0,0.0,0.0
2014-10-13,55.5,57.2,55.33,56.16,175191627.9,3108690,56.33,3.64,54.96619047619048,54.90088633176622,0.0,0.0,-0.4700000000000024,-0.5350000000000001,0.0,0.0,0.0,0.0,0.0,0.0
2014-10-14,56.38,57.28,55.72,56.34,76538740.3,1354960,57.16,1.56,54.96333333333333,55.18870906541298,1.0,0.0,0.120000000000001,-0.5350000000000001,0.0,0.0,0.0,0.0,0.0,0.0
2014-10-15,55.17,55.28,53.42,54.55,235540352.1,4326960,47.14,2.92,54.82238095238095,55.060967252330386,0.0,0.0,0.120000000000001,-0.5350000000000001,0.0,0.0,0.0,0.0,0.0,0.0
2014-10-16,53.14,53.92,52.71,52.77,212376503.5,3991050,39.4,1.84,54.60238095238095,54.602773801864316,0.0,1.0,0.120000000000001,-0.21250000000000036,0.0,0.0,0.0,0.0,0.0,0.0
2014-10-17,53.99,54.45,53.33,54.19,172510740.8,3201350,47.18,1.68,54.47714285714286,54.52021904149146,1.0,0.0,-0.9433333333333328,-0.21250000000000036,0.0,0.0,0.0,0.0,0.0,0.0
2014-10-20,54.14,54.14,52.82,52.87,139172682.4,2613640,41.6,1.37,54.3147619047619,54.190175233193166,0.0,0.0,-0.9433333333333328,-0.21250000000000036,0.0,0.0,0.0,0.0,0.0,0.0
2014-10-21,51.25,51.73,50.06,51.03,305544194.9,5972180,35.09,2.81,54.1147619047619,53.55814018655454,0.0,1.0,-0.9433333333333328,-0.8833333333333329,0.0,0.0,0.0,0.0,0.0,0.0
2014-10-22,50.99,51.8,50.62,50.99,181531004.4,3548610,34.95,1.18,53.932380952380946,53.04451214924364,1.0,0.0,-0.8833333333333352,-0.8833333333333329,0.0,0.0,0.0,0.0,1.0,0.0
2014-10-23,50.99,50.99,49.17,49.17,166176549.4,3342310,29.25,1.82,53.641904761904776,52.269609719394914,0.0,0.0,-0.8833333333333352,-0.8833333333333329,0.0,0.0,0.0,0.0,0.0,0.0
2014-10-24,49.9,51.72,49.09,50.3,275042547.0,5422350,36.49,2.63,53.44666666666666,51.875687775515935,1.0,0.0,-0.03999999999999915,-0.8833333333333329,0.0,4.550000000000017,0.0,0.0,0.0,0.0
2014-10-27,46.71,49.6,46.71,49.1,270447458.1,5566550,32.51,3.59,53.135238095238094,51.32055022041275,0.0,1.0,-0.03999999999999915,-0.8375000000000004,0.0,0.0,0.0,0.0,0.0,0.0
2014-10-28,49.8,51.0,49.79,50.82,175716173.0,3486240,42.6,1.9,53.035238095238086,51.2204401763302,1.0,0.0,-0.35999999999999943,-0.8375000000000004,0.0,0.0,0.0,0.0,0.0,0.0
2014-10-29,50.98,50.98,49.42,49.42,81012723.8,1615260,37.47,1.56,52.881904761904764,50.86035214106416,0.0,0.0,-0.35999999999999943,-0.8375000000000004,0.0,0.0,0.0,0.0,0.0,0.0
2014-10-30,49.11,51.1,49.11,50.76,133113282.2,2626980,44.65,1.99,52.86380952380953,50.840281712851336,0.0,1.0,-0.35999999999999943,0.7999999999999995,0.0,0.0,0.0,0.0,0.0,0.0
2014-10-31,51.21,52.98,51.02,52.98,124142666.0,2390880,54.4,2.22,52.92000000000001,51.26822537028107,1.0,0.0,0.6599999999999989,0.7999999999999995,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-03,52.53,52.7,51.56,52.31,174991225.4,3361390,51.33,1.42,52.885238095238094,51.47658029622487,0.0,0.0,0.6599999999999989,0.7999999999999995,8.045454545454568,0.0,0.0,0.0,0.0,0.0
2014-11-04,52.72,52.94,51.9,52.88,162146891.6,3100740,53.83,1.04,52.75047619047619,51.7572642369799,1.0,0.0,-0.019999999999999574,0.7999999999999995,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-05,52.69,52.7,52.06,52.21,67852599.0,1294850,50.41,0.82,52.57619047619048,51.847811389583924,0.0,0.0,-0.019999999999999574,0.7999999999999995,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-06,51.99,51.99,50.98,51.22,97360162.2,1899370,45.6,1.23,52.35571428571428,51.72224911166714,0.0,0.0,-0.019999999999999574,0.7999999999999995,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-07,52.3,52.3,50.7,51.8,97223272.5,1890980,48.82,1.6,52.16333333333333,51.737799289333715,0.0,1.0,-0.019999999999999574,0.26500000000000057,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-10,52.0,52.34,51.23,51.23,23409514.0,453140,45.82,1.11,52.05238095238096,51.636239431466976,1.0,0.0,-0.14999999999999858,0.26500000000000057,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-11,51.21,51.24,50.55,50.94,56222562.2,1104720,44.26,0.69,51.80380952380953,51.496991545173586,0.0,0.0,-0.14999999999999858,0.26500000000000057,0.0,0.0,0.0,0.0,0.0,0.0
